1000	22	370	7638	12829	5191
1000	47	383	8783	9881	1098
1000	16	362	7600	12858	5258
1000	54	373	5810	9368	3558
1000	95	361	7194	9892	2698
1000	50	368	9590	9833	243
1000	31	370	6914	8640	1726
1000	15	372	6598	8601	2003
1000	34	355	6311	9738	3427
1000	59	350	7435	9292	1857
1000	30	378	6218	10495	4277
1000	65	362	8301	9214	913
1000	63	350	6345	9191	2846
1000	50	376	7373	11580	4207
1000	77	376	7306	8309	1003
1000	76	372	10855	12983	2128
1000	22	371	6158	10037	3879
1000	59	371	7871	9743	1872
1000	40	373	7205	10797	3592
1000	22	368	7069	17176	10107
1000	22	375	11430	11824	394
1000	37	386	6058	10105	4047
1000	31	361	10159	11253	1094
1000	41	355	7276	9639	2363
1000	96	389	7423	8479	1056
1000	41	378	8952	10484	1532
1000	44	366	6412	9551	3139
1000	52	362	7159	8651	1492
1000	19	360	6662	10075	3413
1000	21	362	9061	10073	1012
1000	2	363	6035	8338	2303
1000	23	367	8534	9320	786
1000	40	368	7618	9787	2169
1000	30	365	7902	8560	658
1000	39	358	6325	8165	1840
1000	47	382	7783	9217	1434
1000	33	375	7600	9954	2354
1000	39	360	7222	9127	1905
1000	15	373	6315	8656	2341
1000	45	368	8871	9457	586
1000	20	377	9670	11907	2237
1000	39	385	7425	11926	4501
1000	32	370	6517	9690	3173
1000	14	381	7945	8274	329
1000	63	369	10457	10918	461
1000	86	365	8991	9156	165
1000	21	370	6375	10366	3991
1000	30	350	9786	10468	682
1000	32	368	9721	10529	808
1000	40	363	7611	9268	1657
2000	61	726	18118	18737	619
2000	89	752	13841	18590	4749
2000	32	709	20361	22102	1741
2000	115	730	13227	17827	4600
2000	34	762	13455	18236	4781
2000	28	760	14017	17979	3962
2000	51	749	14933	18063	3130
2000	91	719	15617	21994	6377
2000	97	750	17725	20403	2678
2000	57	743	15511	20857	5346
2000	35	730	17412	19947	2535
2000	15	732	14405	25589	11184
2000	97	750	16183	21365	5182
2000	58	739	20747	20878	131
2000	68	737	13014	20394	7380
2000	52	707	14928	20202	5274
2000	48	715	16492	20933	4441
2000	104	758	16540	18001	1461
2000	60	735	15065	23362	8297
2000	59	782	16592	22970	6378
2000	25	727	14382	18765	4383
2000	55	724	17630	20976	3346
2000	32	745	14697	19015	4318
2000	63	729	18466	21139	2673
2000	65	732	15803	22669	6866
2000	24	754	15359	19114	3755
2000	64	740	20023	21786	1763
2000	103	724	15311	18188	2877
2000	81	754	17889	21323	3434
2000	109	748	15229	21404	6175
2000	78	738	17961	21058	3097
2000	47	752	19259	21878	2619
2000	27	725	23732	23786	54
2000	76	722	17653	21737	4084
2000	75	751	17231	26000	8769
2000	76	750	14693	19142	4449
2000	36	736	16046	17566	1520
2000	18	738	14506	29409	14903
2000	61	746	15109	20214	5105
2000	23	732	14887	23883	8996
2000	19	747	18133	19138	1005
2000	101	725	13887	18252	4365
2000	39	736	17680	20032	2352
2000	52	735	20354	25681	5327
2000	12	720	14827	24760	9933
2000	72	717	19873	22463	2590
2000	91	726	16156	20334	4178
2000	36	739	13323	16730	3407
2000	84	743	13883	18027	4144
2000	57	712	15497	17583	2086
3000	57	1096	21361	31436	10075
3000	53	1114	28093	30195	2102
3000	88	1099	20367	32345	11978
3000	31	1103	26840	36630	9790
3000	44	1115	30079	34715	4636
3000	16	1120	22666	31257	8591
3000	105	1098	22147	32863	10716
3000	134	1111	22192	31113	8921
3000	59	1092	26098	38202	12104
3000	17	1126	22995	30099	7104
3000	88	1117	24475	30997	6522
3000	80	1087	21939	32735	10796
3000	18	1143	29142	33574	4432
3000	72	1124	26556	37071	10515
3000	90	1111	25404	31776	6372
3000	93	1108	24249	33468	9219
3000	11	1116	28618	41818	13200
3000	45	1106	20936	34485	13549
3000	16	1089	27571	40751	13180
3000	9	1111	35557	35658	101
3000	81	1107	24296	37508	13212
3000	59	1102	30642	40007	9365
3000	122	1106	24404	30671	6267
3000	27	1107	28996	41503	12507
3000	99	1117	21750	30794	9044
3000	100	1087	21662	36509	14847
3000	69	1066	28750	31360	2610
3000	54	1092	22409	30546	8137
3000	64	1078	22609	31701	9092
3000	45	1101	24941	33207	8266
3000	92	1084	27313	36850	9537
3000	105	1121	23083	30181	7098
3000	58	1096	28833	34843	6010
3000	75	1108	22367	27700	5333
3000	89	1081	26322	32792	6470
3000	109	1089	27851	29167	1316
3000	24	1095	24318	28883	4565
3000	78	1085	26899	32529	5630
3000	125	1102	25637	28396	2759
3000	30	1113	23078	29724	6646
3000	131	1102	28401	34208	5807
3000	80	1107	27363	33168	5805
3000	123	1116	25798	32255	6457
3000	22	1104	20823	32173	11350
3000	19	1097	26209	41015	14806
3000	89	1084	24908	42431	17523
3000	23	1142	24552	29257	4705
3000	149	1112	22631	30767	8136
3000	115	1138	24165	30362	6197
3000	131	1096	23327	25524	2197
4000	16	1482	41123	46901	5778
4000	107	1460	35878	38017	2139
4000	17	1479	33698	43812	10114
4000	132	1447	31976	39253	7277
4000	21	1455	30381	42758	12377
4000	51	1459	29775	43872	14097
4000	63	1454	30837	45937	15100
4000	61	1474	37874	40146	2272
4000	53	1464	46283	47924	1641
4000	101	1481	42251	49596	7345
4000	72	1519	29547	40608	11061
4000	126	1421	35734	49029	13295
4000	86	1492	40177	44483	4306
4000	62	1454	43104	45917	2813
4000	143	1511	29095	40143	11048
4000	16	1474	35724	43359	7635
4000	114	1429	31383	43493	12110
4000	124	1481	46488	46995	507
4000	99	1455	31028	37388	6360
4000	117	1482	30916	37928	7012
4000	143	1449	36472	45216	8744
