1000	1	7
1000	1	6
1000	1	6
1000	1	4
1000	1	5
1000	1	5
1000	1	7
1000	1	5
1000	1	6
1000	1	6
1000	1	5
1000	1	5
1000	1	6
1000	1	7
1000	1	5
1000	1	5
1000	1	6
1000	1	5
1000	1	5
1000	1	5
1000	1	6
1000	1	4
1000	1	6
1000	1	5
1000	1	6
1000	1	7
1000	1	5
1000	1	5
1000	1	5
1000	1	5
1000	1	5
1000	1	7
1000	1	5
1000	1	5
1000	1	5
1000	1	5
1000	1	5
1000	1	4
1000	1	5
1000	1	5
1000	1	5
1000	1	5
1000	1	6
1000	1	6
1000	1	5
1000	1	5
1000	1	9
1000	1	5
1000	1	5
1000	1	6	5
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3
1000	2	3	3
2000	1	5
2000	1	5
2000	1	6
2000	1	8
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	5
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	6
2000	1	5
2000	1	5
2000	1	6
2000	1	5
2000	1	6
2000	1	6
2000	1	6
2000	1	7
2000	1	6
2000	1	5
2000	1	6
2000	1	6
2000	1	5
2000	1	6
2000	1	6
2000	1	5
2000	1	5
2000	1	6
2000	1	5
2000	1	7
2000	1	6
2000	1	5
2000	1	6
2000	1	7
2000	1	8
2000	1	6
2000	1	7
2000	1	6
2000	1	6	5
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	3
2000	2	4
2000	2	3
2000	2	3
