100	 3870	1781
100	 3890	1660
100	 2806	1284
100	 1345	690
100	 3216	1530
100	 3025	1484
100	 2838	1276
100	 2030	882
100	 1161	634
100	 3923	1750
100	 3325	1603
100	 3842	1763
100	 2686	1370
100	 3224	1429
100	 1141	554
100	 4137	1873
100	 3193	1559
100	 2105	932
100	 1922	1036
100	 2005	865
100	 3411	1502
100	 3280	1530
100	 1146	624
100	 1987	1019
100	 2077	1025
100	 2015	1017
100	 1030	597
100	 3408	1577
100	 4131	1938
100	 2727	1333
100	 3959	1800
100	 3739	1650
100	 4311	1716
100	 4289	1930
100	 3972	1872
100	 3231	1578
100	 2264	1092
100	 3417	1656
100	 3863	1594
100	 3452	1499
100	 4092	1864
100	 2098	1091
100	 3163	1471
100	 1175	570
100	 3203	1540
100	 4103	1770
100	 1233	650
100	 2639	1369
100	 1030	573
100	 3153	1562
200	 3234	1660
200	 4734	2394
200	 10785	5217
200	 10830	5532
200	 8581	4544
200	 9657	5117
200	 9952	5051
200	 6310	3472
200	 8146	4158
200	 10531	5272
200	 10140	5157
200	 8733	4605
200	 2727	1533
200	 10457	5069
200	 10427	5247
200	 4622	2584
200	 10506	5131
200	 9614	4640
200	 11085	5306
200	 10426	4952
200	 10510	5048
200	 9386	4603
200	 2676	1489
200	 6194	3006
200	 7670	3715
200	 9544	4779
200	 10719	5430
200	 4830	2422
200	 7366	3987
200	 10365	4999
200	 4498	2488
200	 11328	5450
200	 4530	2405
200	 10189	4995
200	 11337	5373
200	 10777	5365
200	 4782	2549
200	 10114	5070
200	 10763	5162
200	 4491	2365
200	 5050	2687
200	 9506	4965
200	 4483	2367
200	 4674	2487
200	 11129	5730
200	 6191	3177
200	 8358	4035
200	 10498	4821
200	 7389	3727
200	 6037	3459
300	 15681	8357
300	 9598	5350
300	 4587	2415
300	 4322	2483
300	 17712	9088
300	 16040	8122
300	 16993	8726
300	 7400	4063
300	 17226	9173
300	 4731	2614
300	 15891	8272
300	 4213	2325
300	 10249	5310
300	 10239	5273
300	 13973	7514
300	 15000	7564
300	 15387	8197
300	 16680	8661
300	 4760	2426
300	 14694	7806
300	 9786	5404
300	 17490	8968
300	 4930	2445
300	 19052	9766
300	 17957	9104
300	 7918	4477
300	 14294	7343
300	 19056	9408
300	 12553	6590
300	 12196	6829
300	 16240	8281
300	 16354	8275
300	 7598	4025
300	 17808	9256
300	 4290	2376
300	 17885	9464
300	 4638	2715
300	 7699	4019
300	 15363	7962
300	 19043	9550
300	 19869	9776
300	 15008	8182
300	 18728	9308
300	 15503	8290
300	 18534	9705
300	 17110	8672
300	 4522	2504
300	 4282	2388
300	 4950	2665
300	 9931	5025
400	 10587	5680
400	 27009	14222
400	 6808	3770
400	 22110	11579
400	 16617	9165
400	 26340	13770
400	 28207	14616
400	 26087	13364
400	 11108	6033
400	 22512	11930
400	 14935	8083
400	 25860	13659
400	 29287	15154
400	 21475	11116
400	 6902	3634
400	 27335	14504
400	 21194	11627
400	 23575	12560
400	 10140	5945
400	 5975	3426
400	 28088	14816
400	 10071	5572
400	 11271	5995
400	 10737	5681
400	 6057	3408
400	 10863	5686
400	 25417	13198
400	 23150	12398
400	 10579	5966
400	 17459	9628
400	 14261	7669
400	 10637	5968
400	 25567	13604
400	 14012	7764
400	 10565	5920
400	 11383	6177
400	 21760	11638
400	 28017	14716
400	 13837	7533
400	 14475	7412
400	 22213	11787
400	 5691	3174
400	 17607	9296
400	 14627	8241
400	 28166	14382
400	 28121	14086
400	 14554	7689
400	 20180	10541
400	 17063	9291
400	 22463	11851
500	 32623	17543
500	 32540	17751
500	 19021	10227
500	 30721	16304
500	 37596	19593
500	 14593	7959
500	 26553	14491
500	 26655	14582
500	 34235	17749
500	 19299	10427
500	 18093	10435
500	 13969	7402
500	 13884	7570
500	 8825	4984
500	 33835	17509
500	 22033	11865
500	 21983	12164
500	 19592	10385
500	 7810	4291
500	 27918	14976
500	 29932	16539
500	 23153	12180
500	 27473	14109
500	 29742	16186
500	 8414	4541
500	 23068	12781
500	 14116	7521
500	 25317	13822
500	 34350	17862
500	 37273	19704
500	 20368	10833
500	 14229	7867
500	 33946	17998
500	 10030	5013
500	 18772	10238
500	 20647	10897
500	 33498	17569
500	 33631	17680
500	 35966	18246
500	 8810	4412
500	 25460	14081
500	 33386	17634
500	 38532	20333
500	 33634	18394
500	 7520	4396
500	 22858	12751
500	 35599	17805
500	 14162	7754
500	 31593	16897
500	 38278	19986
600	 11025	5966
600	 43500	22628
600	 45665	24189
600	 10020	5693
600	 32883	18246
600	 10739	6121
600	 18396	10421
600	 10546	6118
600	 32436	17942
600	 36613	20624
600	 11510	6400
600	 47321	25531
600	 22414	12573
600	 41124	22441
600	 42873	23153
600	 17956	10245
600	 29121	15711
600	 17717	9576
600	 23240	12943
600	 11684	6901
600	 46030	24242
600	 48692	26425
600	 45955	24804
600	 10404	5958
600	 41901	22314
600	 31494	16900
600	 42780	22981
600	 29046	15748
600	 48618	25358
600	 32883	18051
600	 43359	23935
600	 31262	17152
600	 23472	12605
600	 33223	18350
600	 24312	12841
600	 28186	15511
600	 44349	23524
600	 24605	13911
600	 12152	6229
600	 16718	9333
600	 32484	17900
600	 36338	19001
600	 47182	25030
600	 42852	23398
600	 44511	23592
600	 44303	22887
600	 22466	12748
600	 41380	22613
600	 10091	5514
600	 16687	9549
700	 46604	25864
700	 11876	6702
700	 13994	7579
700	 27807	15827
700	 26975	15554
700	 44031	24485
700	 56210	30625
700	 52623	29198
700	 22523	11843
700	 21924	12379
700	 33876	18646
700	 57333	30579
700	 60772	32543
700	 20557	11316
700	 47405	25499
700	 54391	29303
700	 29539	16414
700	 42877	23777
700	 41374	23474
700	 49353	26723
700	 49116	27141
700	 12441	7086
700	 12414	7241
700	 56666	30283
700	 13721	7808
700	 50768	27681
700	 33697	19399
700	 29014	16298
700	 33886	19210
700	 50514	27531
700	 51565	27446
700	 21899	12216
700	 21679	11504
700	 52820	27868
700	 39449	21667
700	 52353	29389
700	 44642	24236
700	 13007	7313
700	 28379	15372
700	 12046	6864
700	 20987	11735
700	 45309	24224
700	 27351	15462
700	 57022	30883
700	 22512	11772
700	 12538	7164
700	 58247	31022
700	 21161	11934
700	 20531	11709
700	 13358	7056
