100	 8	206
100	 7	144
100	 7	108
100	 9	236
100	 7	204
100	 10	216
100	 4	113
100	 7	110
100	 7	157
100	 6	131
100	 8	122
100	 7	217
100	 5	107
100	 10	145
100	 5	148
100	 6	171
100	 9	292
100	 7	106
100	 7	160
100	 4	78
100	 7	212
100	 7	96
100	 8	183
100	 4	92
100	 10	136
100	 7	192
100	 4	98
100	 4	105
100	 9	189
100	 11	203
100	 10	194
100	 9	112
100	 4	135
100	 3	90
100	 8	197
100	 7	301
100	 5	186
100	 5	52
100	 6	160
100	 3	44
100	 8	221
100	 7	114
100	 5	195
100	 8	120
100	 1	25
100	 7	193
100	 7	146
100	 5	151
100	 10	286
100	 10	169
200	 7	220
200	 11	340
200	 9	294
200	 5	105
200	 13	445
200	 4	201
200	 14	366
200	 7	351
200	 10	229
200	 7	202
200	 12	658
200	 8	565
200	 10	455
200	 8	168
200	 14	741
200	 11	458
200	 7	229
200	 6	249
200	 5	119
200	 9	215
200	 13	484
200	 9	219
200	 7	215
200	 9	213
200	 9	474
200	 10	447
200	 7	515
200	 8	466
200	 16	566
200	 9	260
200	 4	59
200	 11	237
200	 9	266
200	 11	628
200	 11	299
200	 8	271
200	 14	431
200	 11	378
200	 9	295
200	 4	35
200	 12	315
200	 11	356
200	 10	199
200	 6	303
200	 7	227
200	 11	613
200	 12	508
200	 3	180
200	 4	201
200	 15	253
300	 9	303
300	 12	417
300	 5	428
300	 11	464
300	 12	326
300	 11	839
300	 13	668
300	 10	314
300	 10	436
300	 9	183
300	 15	884
300	 9	231
300	 13	666
300	 12	473
300	 7	402
300	 6	232
300	 4	217
300	 11	450
300	 12	457
300	 7	393
300	 8	479
300	 6	281
300	 7	290
300	 8	620
300	 11	357
300	 8	509
300	 8	333
300	 5	201
300	 7	577
300	 17	399
300	 6	608
300	 13	559
300	 11	526
300	 7	304
300	 9	167
300	 13	405
300	 7	189
300	 13	642
300	 8	328
300	 5	153
300	 17	665
300	 12	255
300	 11	440
300	 13	526
300	 7	392
300	 7	75
300	 13	308
300	 7	665
300	 7	58
300	 9	206
400	 7	662
400	 11	1176
400	 8	858
400	 8	736
400	 3	364
400	 12	949
400	 11	353
400	 6	176
400	 5	348
400	 16	668
400	 14	766
400	 7	346
400	 11	1007
400	 19	897
400	 9	371
400	 20	1055
400	 15	706
400	 7	584
400	 5	215
400	 14	357
400	 10	566
400	 10	1002
400	 14	818
400	 8	713
400	 16	985
400	 13	863
400	 9	678
400	 6	616
400	 8	366
400	 8	867
400	 7	431
400	 6	483
400	 10	588
400	 11	1462
400	 9	117
400	 13	682
400	 6	359
400	 8	393
400	 4	552
400	 6	218
400	 5	436
400	 7	339
400	 8	879
400	 13	472
400	 5	217
400	 8	382
400	 10	805
400	 8	416
400	 12	873
400	 14	449
500	 9	522
500	 9	305
500	 13	946
500	 7	567
500	 3	572
500	 12	505
500	 16	923
500	 6	505
500	 6	176
500	 9	439
500	 12	994
500	 12	631
500	 11	688
500	 8	157
500	 10	686
500	 9	546
500	 4	332
500	 10	755
500	 10	1140
500	 11	968
500	 13	787
500	 11	1029
500	 13	1083
500	 7	524
500	 5	573
500	 14	1004
500	 10	595
500	 7	477
500	 13	585
500	 10	1143
500	 12	1144
500	 8	1115
500	 14	431
500	 5	433
500	 9	669
500	 13	1469
500	 7	434
500	 9	499
500	 12	943
500	 8	455
500	 10	1255
500	 3	781
500	 8	777
500	 15	1464
500	 9	437
500	 7	773
500	 14	705
500	 10	246
500	 11	513
500	 11	1027
600	 7	610
600	 9	740
600	 8	917
600	 10	1044
600	 8	1027
600	 15	1307
600	 13	867
600	 13	662
600	 16	1647
600	 10	555
600	 5	951
600	 10	1177
600	 11	629
600	 8	683
600	 14	775
600	 11	553
600	 10	877
600	 11	1037
600	 7	702
600	 9	358
600	 11	508
600	 10	516
600	 10	611
600	 15	1333
600	 15	1451
600	 13	660
600	 13	1430
600	 9	640
600	 13	1118
600	 10	464
600	 17	1393
600	 13	709
600	 11	1213
600	 13	1758
600	 11	656
600	 12	904
600	 7	659
600	 10	941
600	 11	1415
600	 11	603
600	 16	1007
600	 11	1161
600	 16	1139
600	 16	1373
600	 10	476
600	 7	587
600	 12	982
600	 8	583
600	 13	612
600	 7	1014
700	 12	1741
700	 9	1507
700	 6	1254
700	 8	764
700	 16	1500
700	 16	1440
700	 12	1587
700	 7	749
700	 6	847
700	 10	1261
700	 10	1475
700	 11	1269
700	 10	776
700	 7	1022
700	 10	780
700	 16	1752
700	 10	894
700	 16	942
700	 5	346
700	 15	783
700	 10	1265
700	 10	1143
700	 3	1092
700	 14	565
700	 11	740
700	 9	572
700	 9	1559
700	 11	432
700	 10	542
700	 9	847
700	 13	1728
700	 16	1723
700	 10	997
700	 9	702
700	 14	2148
700	 14	3331
700	 18	2477
700	 4	999
700	 5	637
700	 16	970
700	 11	849
700	 13	1501
700	 10	299
700	 14	1842
700	 15	1312
700	 11	708
700	 7	435
700	 13	756
700	 10	1272
700	 12	680
800	 8	781
800	 14	883
800	 10	951
800	 7	1089
800	 11	1333
800	 9	933
800	 8	2015
800	 13	1582
800	 10	148
800	 11	538
800	 13	867
800	 11	1179
800	 8	560
800	 13	1921
800	 13	817
800	 9	1348
800	 17	1324
800	 8	1572
800	 12	952
800	 12	1259
800	 6	1130
800	 6	607
800	 11	2366
800	 11	873
800	 9	1114
800	 15	1226
800	 14	835
800	 10	698
800	 13	1334
800	 15	1140
800	 11	913
800	 9	923
800	 15	1548
800	 7	1084
800	 14	1041
800	 10	1046
800	 11	1023
800	 6	795
800	 14	1274
800	 12	2140
800	 19	1996
800	 10	834
800	 14	1771
800	 5	757
800	 9	1160
800	 9	1023
800	 12	1926
800	 16	1603
800	 16	1392
800	 10	1412
900	 15	1078
900	 11	875
900	 14	928
900	 12	1592
900	 11	2237
900	 17	1346
900	 8	1085
900	 8	2300
900	 6	893
900	 12	1122
900	 14	1075
900	 8	951
900	 16	922
900	 8	1014
900	 12	1692
900	 10	1100
900	 11	1256
900	 12	1927
900	 8	1084
900	 11	1128
900	 10	620
900	 11	1409
900	 13	1320
900	 14	911
900	 12	1841
900	 11	1007
900	 12	1586
900	 10	938
900	 11	833
900	 17	1792
900	 13	656
900	 10	1397
900	 10	1075
900	 17	2212
900	 7	2581
900	 10	1191
900	 9	1765
900	 11	962
900	 16	1200
900	 10	2225
900	 12	743
900	 10	2240
900	 13	1864
900	 10	1124
900	 10	2547
900	 13	2078
900	 14	952
900	 14	1003
900	 14	2443
900	 10	1548
1000	 15	1953
1000	 9	2043
1000	 12	1220
1000	 16	1773
1000	 12	991
1000	 11	1039
1000	 11	1538
1000	 8	1896
1000	 11	1419
1000	 17	2859
1000	 9	1376
1000	 15	1073
1000	 9	2265
1000	 15	3130
1000	 15	1664
1000	 13	1463
1000	 6	903
1000	 13	1454
1000	 12	998
1000	 6	926
1000	 15	2031
1000	 20	3050
1000	 10	815
1000	 9	1120
1000	 11	2338
1000	 10	990
1000	 14	914
1000	 10	1026
1000	 14	2078
1000	 11	1525
